"step";"bible_ref";"primary_secondary";"category";"bible_ref_nl_trans";"bible_trans_nl_trans_text";"title_nl";"title_en";"title_description_en";"title_description_nl";"media_author";"media_title";"media_lang";"media_type";"media_public";"media_link";"questions";"sources";"extra"
17;"Mal 2:14-16";"secondary";"Marriage commands";"HSV";"Dan zegt u: Waarom?
Omdat de HEERE Getuige is tussen u
en de vrouw van uw jeugd,
tegen wie ú trouweloos handelt,
terwijl zíj toch uw metgezellin
en de vrouw van uw verbond is.
15. Heeft Hij er niet maar één gemaakt,
hoewel Hij nog geest overhad?
En waarom die ene?
Hij zocht een goddelijk nageslacht.
Daarom, wees op uw hoede met uw geest,
en handel niet trouweloos tegen de vrouw van uw jeugd.
16. Want de HEERE, de God van Israël, zegt
dat Hij het wegsturen van de eigen vrouw haat,
hoewel men het geweld bedekt met zijn gewaad,
zegt de HEERE van de legermachten.
Wees dus op uw hoede met uw geest
en handel niet trouweloos.";;;;;;;;;;;;;
17;"1 Kor 7:2";"secondary";"Marriage commands";"HSV";"Maar laat vanwege allerlei vormen van hoererij iedere man zijn eigen vrouw hebben en iedere vrouw haar eigen man.";;;;;;;;;;;;;
17;"1 Kor 7:10";"secondary";"Marriage commands";"HSV";"Maar de gehuwden beveel ik – niet ik, maar de Heere – dat een vrouw niet zal scheiden van haar man";;;;;;;;;;;;;
17;"1 Kor 7:39";"secondary";"Marriage commands";"HSV";"Een vrouw is door de wet gebonden, zolang haar man leeft. Als haar man echter ontslapen is, is zij vrij om te trouwen met wie zij wil, maar alleen in de Heere.";;;;;;;;;;;;;
17;"1 Pet 4:1-2";"primary";"Marriage commands";"HSV";"1 Welnu, omdat Christus voor ons in het vlees geleden heeft, moet ook u zich wapenen met dezelfde gedachte: wie in het vlees geleden heeft, is opgehouden met de zonde, 2 om nu, in de tijd die ons nog overblijft in het vlees, niet meer naar de begeerten van mensen, maar naar de wil van God te leven.";;;;;;;;;;;;;
17;"Luk 16:18";"secondary";"Marriage commands";"HSV";"Ieder die zijn vrouw verstoot en met een andere trouwt, pleegt overspel en ieder die met een vrouw trouwt die door haar man verstoten is, pleegt ook overspel.";;;;;;;;;;;;;
17;"Luk 18:1-20";"secondary";"Marriage commands";"HSV";"Je mag geen overspel plegen, en niet met familie trouwen etc";;;;;;;;;;;;;
17;"Spr 30:20";"secondary";"Marriage commands";"HSV";"Zo is de weg van een overspelige vrouw: zij eet, wist haar mond af en zegt: Ik heb geen onrecht bedreven.";;;;;;;;;;;;;
17;"Heb 13:4";"primary";"Marriage commands";"HSV";"Laat het huwelijk bij allen in ere zijn en het huwelijksbed onbevlekt, want ontuchtplegers en overspelers zal God oordelen.";;;;;;;;;;;;;
17;"Mat 19:9";"secondary";"Marriage commands";"HSV";"Maar Ik zeg u: Wie zijn vrouw verstoot anders dan om hoererij en met een ander trouwt, die pleegt overspel, en wie met de verstotene trouwt, pleegt ook overspel.";;;;;;;;;;;;;
17;"Mar 10:9";"primary";"Marriage commands";"HSV";"Dus, wat God samengevoegd heeft, laat de mens dat niet scheiden.";;;;;;;;;;;;;
17;"Mar 10:19";"secondary";"Marriage commands";"HSV";"U kent de geboden: U zult geen overspel plegen;";;;;;;;;;;;;;
17;"Luk 18:20";"secondary";"Marriage commands";"HSV";"U kent de geboden: U zult geen overspel plegen";;;;;;;;;;;;;
18;"Mat 5:33-37";"primary";"Discipleship Commands";"HSV";"Verder hebt u gehoord dat tegen de ouden gezegd is: U zult de eed niet breken, maar u zult voor de Heere uw eden houden. Maar Ik zeg u: Zweer in het geheel niet, niet bij de hemel, want dat is de troon van God; niet bij de aarde, want dat is de voetbank van Zijn voeten; en ook niet bij Jeruzalem, want dat is de stad van de grote Koning. Ook bij uw hoofd mag u niet zweren, want u kunt niet één haar wit of zwart maken; laat uw woord ja echter ja zijn en uw nee nee; wat hierboven uitgaat, is uit de boze.";"Welzalig zijn de oprechten van wandel, die in de wet van de HEERE gaan.";"Blessed are those whose ways are blameless, who walk according to the law of the Lord";;;"Lauren Daigle";"Loyal";"English";"Song";"yes";"https://www.youtube.com/embed/xXKG-ooExGs";;;
18;"Jak 5:12";"primary";"Discipleship Commands";"HSV";"Maar voor alle dingen, mijn broeders, zweer niet: niet bij de hemel, ook niet bij de aarde, en zweer ook geen enkele andere eed, maar laat uw ja ja zijn en uw nee nee, opdat u niet onder enig oordeel valt.";;;;;;;;;;;;;
18;"1 Joh 3:18";"primary";"Discipleship Commands";"NBV";"Kinderen, we moeten niet liefhebben met de mond, met woorden, maar waarachtig, met daden.";;;;;;;;;;;;;
18;"Joh 17:17";"primary";"Discipleship Commands";"HSV";"Heilig hen door Uw waarheid; Uw woord is de waarheid.";;;;;;;;;;;;;"een mens helemaal beschreven met teksten uit de bijbel?"
18;"Joh 17:19";"secondary";"Discipleship Commands";"HSV";"En Ik heilig Mijzelf voor hen, opdat ook zij geheiligd zijn in de waarheid.";;;;;;;;;;;;;
18;"Lev 19:12";"secondary";"Discipleship Commands";"HSV";"U mag geen valse eed afleggen in Mijn Naam, en zo de Naam van uw God ontheiligen. Ik ben de HEERE.";;;;;;;;;;;;;
18;"2 Kor 1:15-22";"secondary";"Discipleship Commands";"HSV";"En in dit vertrouwen had ik mij eerder voorgenomen naar u toe te komen, opdat u een tweede genade zou hebben.
16. Ik wilde namelijk door uw stad naar Macedonië doorreizen, en weer van Macedonië naar u toe komen, om door u op weg geholpen te worden naar Judea.
17. Ik heb toch niet lichtvaardig gehandeld door mij dit voor te nemen? Of zijn de dingen die ik me voorneem, voornemens naar het vlees, zodat het bij mij zou zijn: ja, ja en tegelijk nee, nee?
18. Maar God is getrouw: ons woord tot u is niet ja en nee geweest.
19. Want de Zoon van God, Jezus Christus, Die onder u gepredikt is door ons, namelijk door mij, Silvanus en Timotheüs, was niet ja en nee, maar is in Hem ja geweest.
20. Immers, zovele beloften van God als er zijn, die zijn in Hem ja en in Hem amen, tot verheerlijking van God door ons.
21. En Hij Die ons met u bevestigt in Christus en ons gezalfd heeft, is God,
22. Die ons ook verzegeld heeft en het onderpand van de Geest in onze harten gegeven heeft.";;;;;;;;;;;;;
18;"Luk 3:13";"secondary";"Discipleship Commands";"HSV";"Hij zei tegen hen [tollenaars]: Eis niet meer dan wat u voorgeschreven is.";;;;;;;;;;;;;
18;"Spr 21:3";"primary";"Discipleship Commands";"NBV";"De HEER heeft liever dat je eerlijk en rechtvaardig handelt dan dat je een offer brengt.";;;;;;;;;;;;;
18;"Mar 10:19";"secondary";"Discipleship Commands";"HSV";"U kent de geboden: […] u zult geen vals getuigenis afleggen";;;;;;;;;;;;;
18;"Luk 18:20";"secondary";"Discipleship Commands";"HSV";"U kent de geboden: [...] u zult geen vals getuigenis afleggen";;;;;;;;;;;;;
18;"Ps 119:1";"primary";"Discipleship Commands";"HSV";"Welzalig zijn de oprechten van wandel, die in de wet van de HEERE gaan.";;;;;;;;;;;;;
18;"Luk 16:10-12";"primary";"Discipleship Commands";"HSV";"Wie trouw is in het minste, is ook in het grote trouw. En wie onrechtvaardig is in het minste, is ook in het grote onrechtvaardig.
11. Als u dan wat betreft de onrechtvaardige mammon niet trouw bent geweest, wie zal u het ware toevertrouwen?
12. En als u wat betreft het goed van een ander niet trouw bent geweest, wie zal u het uwe geven?";;;;;;;;;;;;;
19;"Mat 5:38-39";"primary";"Persecution Commands";"HSV";"U hebt gehoord dat er gezegd is: Oog voor oog en tand voor tand. Ik zeg u echter dat u geen weerstand moet bieden aan de boze; maar wie u op de rechterwang slaat, keer hem ook de andere toe; ";"Overwin het kwade door het goede te doen";"Overcome evil by doing good";;;;;;;;;;"https://www.desiringgod.org/articles/did-jesus-teach-pacifism";
19;"Lev 24:19-20";"secondary";"Persecution Commands";"HSV";"Als iemand zijn naaste letsel toebrengt, moet hem hetzelfde aangedaan worden wat hij gedaan heeft: breuk voor breuk, oog voor oog, tand voor tand. Zoals hij de ander letsel heeft toegebracht, moet hem hetzelfde toegebracht worden.";;;;;;;;;;;;;"In de primaire plaats moeten we het kwaad overwinnen door het goede te doen, of door er niet verder op in te gaan. Soms is het gepast om zelfverdediging te gebruiken, maar het is voor individuen nooit gepast om anderen te straffen. God heeft de overheid de verantwoordelijkheid gegeven om burgerlijke misdaden te straffen (Rom 13:3-4)."
19;"Ex 21:24";"secondary";"Persecution Commands";"HSV";"oog voor oog, tand voor tand, hand voor hand, voet voor voet,";;;;;;;;;;;;;
19;"Rom 12:17-21";"primary";"Persecution Commands";"NaB";"Vergeld niemand kwaad met kwaad. Wees bedacht op wat goed is voor alle mensen. Leef, zo mogelijk, voor zover het van u afhangt, in vrede met alle mensen. Wreek uzelf niet, geliefden, maar laat ruimte voor de toorn, want er staat geschreven: Mij komt de wraak toe, Ik zal het vergelden, zegt de Heere. Als dan uw vijand honger heeft, geef hem te eten, als hij dorst heeft, geef hem te drinken, want door dat te doen, zult u vurige kolen op zijn hoofd hopen. Word niet overwonnen door het kwade, maar overwin het kwade door het goede.";;;;;;;;;;;;;
19;"Rom 13:3-4";"secondary";"Persecution Commands";"Nab";"Want voor de overheid hoeft men niet te vrezen, wanneer men goede werken doet, maar wel als men kwade werken doet. Wilt u nu van het gezag niets te vrezen hebben, doe het goede en u zult er lof van ontvangen. Zij is immers Gods dienares, u ten goede. Als u echter kwaad doet, vrees dan, want zij draagt het zwaard niet zonder reden. Zij is namelijk Gods dienares, een wreekster tot straf voor hem die het kwade doet.";;;;;;;;;;;;;
19;"1 Pet 2:12-15";"primary";"Persecution Commands";"HSV";"12 Houd uw levenswandel onder de heidenen goed; opdat zij die nu van u kwaadspreken als van kwaaddoeners, door de goede werken die zij in u waarnemen, God verheerlijken mogen op de dag dat er naar hen omgezien wordt. 13 Onderwerp u dan omwille van de Heere aan alle menselijke orde, hetzij aan de koning, als hoogste machthebber, 14 hetzij aan de stadhouders, als mensen die door hem gezonden worden tot straf van de kwaaddoeners, maar tot lof van hen die goeddoen. 15 Want zo is het de wil van God, dat u door goed te doen het onverstand van de dwaze mensen de mond snoert;";;;;;;;;;;;;;
20;"Mat 5:40-42";"primary";"How to Be, Do or Think commands";"HSV";"en als iemand u voor het gerecht wil dagen en uw onderkleding nemen, geef hem dan ook het bovenkleed; en wie u zal dwingen één mijl te gaan, ga er twee met hem. 42 Geef aan hem die iets van u vraagt, en keer u niet af van hem die van u lenen wil.";"Geef aan hen die iets van u eisen";"Give to those who demand something from you";;;;;;;;;;;
20;"Luk 6:30";"secondary";"How to Be, Do or Think commands";"HSV";"30 Maar geef aan ieder die iets van u vraagt, en eis niet terug van hem die neemt wat van u is. ";;;;;;;;;;;;;
20;"Luk 6:34-35";"primary";"How to Be, Do or Think commands";"HSV";"En als u leent aan hen van wie u hoopt terug te ontvangen, wat voor dank komt u daarvoor toe? Immers, ook de zondaars lenen aan zondaars, om hetzelfde terug te ontvangen. Maar heb uw vijanden lief en doe goed, en leen zonder te hopen iets terug te krijgen. Dan zal uw loon groot zijn en zult u kinderen van de Allerhoogste zijn, want Hij is goedertieren over de ondankbaren en slechten. ";;;;;;;;;;;;;
20;"Deut 15:8";"primary";"How to Be, Do or Think commands";"HSV";"Integendeel, u moet uw hand wijd voor hem opendoen en hem overvloedig lenen, genoeg voor wat hem ontbreekt.";;;;;;;;;;;;;
21;"Mat 5:44-47";"primary";"Ethic of Love";"HSV";"Maar Ik zeg u: Heb uw vijanden lief; […]  zodat u kinderen zult zijn van uw Vader, Die in de hemelen is, want Hij laat Zijn zon opgaan over slechte en goede mensen, en laat het regenen over rechtvaardigen en onrechtvaardigen. Want als u hen liefhebt die u liefhebben, wat voor loon hebt u dan? Doen ook de tollenaars niet hetzelfde? En als u alleen uw broeders groet, wat doet u meer dan anderen? Doen ook de tollenaars niet zo?";"Heb uw vijanden lief, zodat je kinderen van de Vader zal zijn";"Love your enemies so that your children will be the Father's";;;"Harbinger Media Partners";"Unconditional";"English";"Movie";"yes";"https://www.youtube.com/embed/TsEEUgyPmaI";;;
21;"Luk 6:27";"secondary";"Ethic of Love";"HSV";"Maar Ik zeg tegen u die dit hoort: Heb uw vijanden lief; doe goed aan hen die u haten.";;;;;;;;;;;;;
21;"Luk 6:29-30";"primary";"Ethic of Love";"HSV";"Bied hem die u op de ene wang slaat, ook de andere. Verhinder hem die het bovenkleed van u afpakt, niet ook uw onderkleed te nemen. Maar geef aan ieder die iets van u vraagt, en eis niet terug van hem die neemt wat van u is. ";;;;;;;;;;;;;
21;"Luk 6:35";"primary";"Ethic of Love";"HSV";"Maar heb uw vijanden lief en doe goed, en leen zonder te hopen iets terug te krijgen. Dan zal uw loon groot zijn en zult u kinderen van de Allerhoogste zijn, want Hij is goedertieren over de ondankbaren en slechten.";;;;;;;;;;;;;
21;"Lev 19:18";"primary";"Ethic of Love";"HSV";"U mag geen wraak nemen of een wrok koesteren tegen uw volksgenoten, maar u moet uw naaste liefhebben als uzelf. Ik ben de HEERE.";;;;;;;;;;;;;
21;"Rom 12:20";"primary";"Ethic of Love";"HSV";"Als dan uw vijand honger heeft, geef hem te eten, als hij dorst heeft, geef hem te drinken, want door dat te doen, zult u vurige kolen op zijn hoofd hopen.";;;;;;;;;;;;;
21;"Mar 10:19";"primary";"Ethic of Love";"HSV";"U kent de geboden: [...] u zult niet doden";;;;;;;;;;;;;
21;"Luk 18:20";"secondary";"Ethic of Love";"HSV";"U kent de geboden:[…] u zult niet doden";;;;;;;;;;;;;
22;"Mat 5:48";"primary";"Discipleship Commands";"HSV";"Weest u dan volmaakt, zoals uw Vader, Die in de hemelen is, volmaakt is.";"Weest u dan volmaakt, zoals uw Vader, Die in de hemelen is, volmaakt is.";"Be perfect then, just as your Father who is in heaven is perfect.";;;"Sidewalk Prophets";"To live as Christ";"English";"Song";"yes";"https://www.youtube.com/embed/pXL0dTzK5mc";;;
22;"Jac 1:4";"primary";"Discipleship Commands";"HSV";"Maar laat die volharding ook volledig [mogen] doorwerken, opdat u volmaakt bent en geheel oprecht, en in niets tekortschiet.";;;;;;;;;;;;;
22;"Deut 18:13";"primary";"Discipleship Commands";"NaB";"Een gaaf geheel zul je wezen met de Ene, je God!";;;;;;;;;;;;;
22;"Joz 24:14";"primary";"Discipleship Commands";"NaB";"nu dan, vreest de Ene, en dient hem in gaafheid en in trouw; verwijdert de goden die uw vaderen hebben gediend aan de overzij van de Rivier en in Egypte, en dient de Ene; ";;;;;;;;;;;;;
22;"Rom 12:2";"primary";"Discipleship Commands";"NaB";"Wordt niet gelijkvormig aan deze eeuw, maar wordt hervormd in vernieuwing van het denken, zodat gij kunt toetsen wat de wil van God is, het goede en welbehaaglijke en volmaakte.";;;;;;;;;;;;;
22;"Mat 10:25";"primary";"Discipleship Commands";"HSV";"Het moet genoeg zijn voor de discipel dat hij wordt zoals zijn meester, en dat de dienaar wordt zoals zijn heer.";;;;;;;;;;;;;
22;"Mat 19:21";"secondary";"Discipleship Commands";"HSV";"Jezus zei tegen hem: Als u volmaakt wilt zijn, ga dan heen, verkoop wat u hebt, en geef het aan de armen, en u zult een schat hebben in de hemel; en kom dan en volg Mij.";;;;;;;;;;;;;
22;"Kol 4:12";"secondary";"Discipleship Commands";"HSV";"Epafras groet u, die er een van u is, een dienstknecht van Christus, die altijd voor u strijdt in de gebeden, opdat u, volmaakt en volkomen, vaststaat in heel de wil van God.";;;;;;;;;;;;;
23;"Mat 6:2-4";"secondary";"Judgment Seat and Rewards commands";"HSV";"Wanneer u dan een liefdegave geeft, laat het niet voor u uitbazuinen, zoals de huichelaars in de synagogen en op de straten doen, opdat zij door de mensen geëerd zouden worden. Voorwaar, Ik zeg u: Zij hebben hun loon al.  Maar als u een liefdegave geeft, laat dan uw linkerhand niet weten wat uw rechterhand doet, zodat uw liefdegave in het verborgene zal zijn; en uw Vader, Die in het verborgene ziet, zal het u in het  openbaar vergelden.";"Want ieder die zichzelf verhoogt, zal vernederd worden en wie zichzelf vernedert, zal verhoogd worden.";"For everyone who raises himself will be humiliated and he who humiliates himself will be raised.";;;;;;;;;;;"Verneder je als een kind"
23;"Luk 14:7-11";"primary";"Judgment Seat and Rewards commands";"HSV";"En Hij sprak een gelijkenis tot de genodigden, toen Hij merkte hoe zij de ereplaatsen voor zichzelf uitkozen. Hij zei tegen hen:
8. Wanneer u door iemand op een bruiloft uitgenodigd bent, ga dan niet aanliggen op de ereplaats, opdat niet misschien iemand die voornamer is dan u, door hem uitgenodigd is,
9. en hij die u en hem uitgenodigd heeft, tegen u zal komen zeggen: Geef hem die plaats. U zou dan tot uw schande de laatste plaats beginnen in te nemen.
10. Maar wanneer u uitgenodigd bent, ga er heen en ga op de laatste plaats aanliggen, opdat, als hij komt die u uitgenodigd heeft, hij tegen u zal zeggen: Vriend, kom hoger op. Dan zal dat u tot eer zijn in de ogen van allen die met u aanliggen.
11. Want ieder die zichzelf verhoogt, zal vernederd worden en wie zichzelf vernedert, zal verhoogd worden.";;;;;;;;;;;;;
23;"Job 22:29";"secondary";"Judgment Seat and Rewards commands";"HSV";"Als ze iemand vernederen, en je zegt: Omhoog! dan zal God degene die de ogen heeft neergeslagen, verlossen.";;;;;;;;;;;;;
23;"Spr 29:23";"primary";"Judgment Seat and Rewards commands";"HSV";"De hoogmoed van een mens zal hem vernederen, maar de nederige van geest zal de eer vasthouden.";;;;;;;;;;;;;
23;"Mat 23:11-12";"primary";"Judgment Seat and Rewards commands";"HSV";"Maar de belangrijkste van u zal uw dienaar zijn. 12. En wie zichzelf zal verhogen, zal vernederd worden; en wie zichzelf zal vernederen, zal verhoogd worden.";;;;;;;;;;;;;
23;"Luk 1:51";"secondary";"Judgment Seat and Rewards commands";"HSV";"Hij heeft een krachtig werk gedaan door Zijn arm. Hij heeft hen die hoogmoedig zijn in de gedachten van hun hart, uiteengedreven.";;;;;;;;;;;;;
23;"Luk 18:14";"secondary";"Judgment Seat and Rewards commands";"HSV";"Ik zeg u: Deze man ging gerechtvaardigd terug naar zijn huis, in tegenstelling tot die andere. Want ieder die zichzelf verhoogt, zal vernederd worden en wie zichzelf vernedert, zal verhoogd worden.";;;;;;;;;;;;;
23;"Jak 4:6";"primary";"Judgment Seat and Rewards commands";"HSV";"Hij echter geeft des te meer genade. Daarom zegt de Schrift: God keert Zich tegen de hoogmoedigen, maar aan de nederigen geeft Hij genade.";;;;;;;;;;;;;
23;"Jak 4:10";"primary";"Judgment Seat and Rewards commands";"HSV";"Verneder u voor de Heere, en Hij zal u verhogen.";;;;;;;;;;;;;
23;"1 Pet 5:5";"secondary";"Judgment Seat and Rewards commands";"HSV";"Evenzo, jongeren, wees aan de ouderen onderdanig; en wees allen elkaar onderdanig. Wees met nederigheid bekleed, want God keert Zich tegen de hoogmoedigen, maar de nederigen geeft Hij genade.";;;;;;;;;;;;;
23;"Spr 16:19";"primary";"Judgment Seat and Rewards commands";"HSV";"Het is beter met zachtmoedigen nederig van geest te zijn, dan de buit met hoogmoedigen te delen.";;;;;;;;;;;;;
23;"Mat 18:4";"primary";"Judgment Seat and Rewards commands";"HSV";"Wie zich dan zal vernederen als dit kind, die is de belangrijkste in het Koninkrijk der hemelen.";;;;;;;;;;;;;
24;"Mat 6:9";"primary";"Prayer Commands";"HSV";"Bidt u dan zo: Onze Vader…";"Bid in Geloof! En wat u ook zult vragen in Mijn Naam, dat zal Ik doen, opdat de Vader in de Zoon verheerlijkt zal worden.";"Pray in Faith! And whatever you ask in My Name, I will do so that the Father may be glorified in the Son.";;;"Sidewalk Prophets";"Impossible";"English";"Song";"yes";"https://www.youtube.com/embed/mUL3dJkNTKI";;;
24;"Luk 9:18";"primary";"Prayer Commands";"HSV";"En het gebeurde, toen Hij in persoonlijk gebed was, dat de discipelen in Zijn nabijheid waren. En Hij vroeg hun: Wie zeggen de menigten dat Ik ben?";;;;;"The Kendrick Brothers";"War Room";"English";"Movie";"yes";"https://www.youtube.com/embed/2DbRwcrhiLA";;;"Then pray like this: Our Father"
24;"Luk 9:28";"secondary";"Prayer Commands";"HSV";"Het gebeurde ongeveer acht dagen na deze woorden dat Hij Petrus en Johannes en Jakobus meenam en de berg opklom om te bidden.";;;;;;;;;;;;;"Bless and pray for those who insult, curse, and persecute you"
24;"Luk 11:1-4";"secondary";"Prayer Commands";"HSV";"En het gebeurde, toen Hij ergens aan het bidden was, dat een van Zijn discipelen tegen Hem zei, toen Hij ophield: Heere, leer ons bidden, zoals ook Johannes zijn discipelen geleerd heeft.
2. Hij zei tegen hen: Wanneer u bidt, zeg dan: Onze Vader, Die in de hemelen zijt. Uw Naam worde geheiligd. Uw Koninkrijk kome. Uw wil geschiede, zoals in de hemel, zo ook op de aarde.
3. Geef ons elke dag ons dagelijks brood.
4. En vergeef ons onze zonden, want ook wij vergeven aan iedereen die ons iets schuldig is. En leid ons niet in verzoeking, maar verlos ons van de boze.";;;;;;;;;;;;;
24;"Mat 5:44b";"secondary";"Prayer Commands";"HSV";"Bid voor hen die u beledigen en u vervolgen;";;;;;;;;;;;;;
24;"Luk 6:28";"secondary";"Prayer Commands";"HSV";"Zegen hen die u vervloeken. Bid voor hen die u belasteren.";;;;;;;;;;;;;
24;"Luk 23:34";"secondary";"Prayer Commands";"HSV";"En Jezus zei: Vader, vergeef het hun, want zij weten niet wat zij doen. En ze verdeelden Zijn kleren en wierpen het lot.";;;;;;;;;;;;;
24;"Han 7:59-60";"secondary";"Prayer Commands";"HSV";"En zij stenigden Stefanus, terwijl deze Jezus aanriep en zei: Heere Jezus, ontvang mijn geest. En terwijl hij op de knieën viel, riep hij met luide stem: Heere, reken hun deze zonde niet toe! En toen hij dat gezegd had, ontsliep hij.";;;;;;;;;;;;;
24;"1 Kor 4:13";"primary";"Prayer Commands";"HSV";"Worden wij belasterd, dan bidden wij. Wij zijn geworden als het uitvaagsel van de wereld en het afschraapsel van allen tot nu toe.";;;;;;;;;;;;;
24;"Mat 14:24-33";"secondary";"Prayer Commands";"HSV";"Het schip was al midden op de zee en verkeerde in nood door de golven, want ze hadden de wind tegen.
25. Maar in de vierde nachtwake kwam Jezus naar hen toe, lopend over de zee.
26. En toen de discipelen Hem over de zee zagen lopen, raakten zij in verwarring en zeiden: Het is een spook! En zij schreeuwden van angst.
27. Maar meteen sprak Jezus hen aan en zei: Heb goede moed, Ik ben het; wees niet bevreesd.
28. Petrus antwoordde Hem en zei: Heere, als U het bent, geef mij dan bevel over het water naar U toe te komen.
29. Hij zei: Kom! En Petrus klom uit het schip en liep op het water om bij Jezus te komen.
30. Maar toen hij op de sterke wind lette, werd hij bevreesd, en toen hij begon te zinken, riep hij: Heere, red mij!
31. Jezus stak meteen Zijn hand uit, greep hem vast en zei tegen hem: Kleingelovige, waarom hebt u getwijfeld?
32. En toen zij in het schip geklommen waren, ging de wind liggen.
33. Zij die in het schip waren, kwamen Hem aanbidden en zeiden: Werkelijk, U bent de Zoon van God!";;;;;;;;;;;;;
24;"Mat 15:22-28";"secondary";"Prayer Commands";"HSV";"En zie, een Kananese vrouw, die uit dat gebied kwam, riep naar Hem: Heere, Zoon van David, ontferm U over mij! Mijn dochter is ernstig door een demon bezeten.
23. Maar Hij antwoordde haar met geen woord. En Zijn discipelen kwamen naar Hem toe en vroegen Hem: Stuur haar weg, want zij roept ons na.
24. Hij antwoordde en zei: Ik ben alleen maar gezonden naar de verloren schapen van het huis van Israël.
25. Maar zij kwam dichterbij, knielde voor Hem neer en zei: Heere, help mij!
26. Hij antwoordde echter en zei: Het is niet behoorlijk het brood van de kinderen te nemen en naar de hondjes te werpen.
27. Zij zei: Ja, Heere, maar de hondjes eten ook van de kruimels die er vallen van de tafel van hun bezitter.
28. Toen antwoordde Jezus en zei tegen haar: O vrouw, groot is uw geloof; het zal gebeuren zoals u wilt. En haar dochter was vanaf dat moment gezond.";;;;;;;;;;;;;
24;"Mat 17:19-20";"primary";"Prayer Commands";"HSV";"Toen kwamen de discipelen bij Jezus en zeiden, toen zij alleen waren: Waarom konden wij hem niet uitdrijven? Jezus zei tegen hen: Vanwege uw ongeloof, want voorwaar, Ik zeg u: Als u een geloof had als een mosterdzaad, u zou tegen deze berg zeggen: Verplaats u van hier naar daar! En hij zou gaan, en niets zou voor u onmogelijk zijn.";;;;;;;;;;;;;
24;"Mat 21:21";"secondary";"Prayer Commands";"HSV";"Maar Jezus antwoordde en zei tegen hen: Voorwaar, Ik zeg u: Als u geloof had en niet twijfelde, zou u niet alleen doen wat er met de vijgenboom is gedaan, maar zelfs als u tegen deze berg zou zeggen: Word opgeheven en in de zee geworpen, dan zou het gebeuren.";;;;;;;;;;;;;
24;"Luk 17:5-6";"secondary";"Prayer Commands";"HSV";"En de apostelen zeiden tegen de Heere: Vermeerder ons het geloof. 6 En de Heere zei: Als u een geloof had als een mosterdzaadje, zou u tegen deze moerbeiboom zeggen: Word ontworteld en in de zee geplant, en hij zou u gehoorzamen.";;;;;;;;;;;;;
24;"Mar 4:40";"secondary";"Prayer Commands";"HSV";"En Hij zei tegen hen: Waarom bent u zo angstig? Hebt u dan geen geloof?";;;;;;;;;;;;;
24;"Mar 5:35-36";"secondary";"Prayer Commands";"HSV";"Terwijl Hij nog sprak, kwamen er enigen van het huis van het hoofd van de synagoge, die zeiden: Uw dochter is gestorven; waarom valt u de Meester nog lastig?
36. En zodra Jezus het woord gehoord had dat er gesproken werd, zei Hij tegen het hoofd van de synagoge: Wees niet bevreesd, geloof alleen.";;;;;;;;;;;;;
24;"Mar 9:23-24";"secondary";"Prayer Commands";"HSV";"En Jezus zei tegen hem: Als u kunt geloven, alle dingen zijn mogelijk voor wie gelooft.
24. En meteen riep de vader van het kind onder tranen: Ik geloof, Heere! Kom mijn ongeloof te hulp.";;;;;;;;;;;;;
24;"Mar 10:52";"secondary";"Prayer Commands";"HSV";"En Jezus zei tegen hem: Ga heen, uw geloof heeft u behouden. En meteen werd hij ziende en volgde Jezus op de weg.";;;;;;;;;;;;;
24;"Joh 14:12-14";"primary";"Prayer Commands";"HSV";"Voorwaar, voorwaar, Ik zeg u: Wie in Mij gelooft, zal de werken die Ik doe, ook doen, en hij zal grotere doen dan deze, want Ik ga heen naar Mijn Vader.
13. En wat u ook zult vragen in Mijn Naam, dat zal Ik doen, opdat de Vader in de Zoon verheerlijkt zal worden.
14. Als u iets vragen zult in Mijn Naam, Ik zal het doen.";;;;;;;;;;;;;
24;"Luk 7:6-10";"secondary";"Prayer Commands";"HSV";"En Jezus ging met hen mee, maar toen Hij niet ver meer van het huis was, stuurde de hoofdman enkele vrienden naar Hem toe om tegen Hem te zeggen: Heere, doe geen moeite, want ik ben het niet waard dat U onder mijn dak komt.
7. Daarom heb ik ook mijzelf niet waard geacht naar U toe te komen, maar spreek een woord en mijn knecht zal genezen zijn.
8. Want ik ben ook iemand die onder gezag van anderen gesteld is, en heb zelf soldaten onder mij; ik zeg tegen de een: Ga! en hij gaat; en tegen de ander: Kom! en hij komt; en tegen mijn dienaar: Doe dat! en hij doet het.
9. Toen Jezus dit hoorde, verwonderde Hij Zich over hem, en Hij keerde Zich om en zei tegen de menigte die Hem volgde: Ik zeg u: Ik heb zelfs in Israël zo'n groot geloof niet gevonden.
10. En toen zij die gestuurd waren, in het huis teruggekeerd waren, vonden zij de zieke dienaar gezond.";;;;;;;;;;;;;
24;"Luk 8:48";"secondary";"Prayer Commands";"HSV";"Hij zei tegen haar: Heb goede moed, dochter, uw geloof heeft u behouden; ga heen in vrede!";;;;;;;;;;;;;
24;"Mat 7:7-8";"secondary";"Prayer Commands";"HSV";"Bid, en u zal gegeven worden; […] 8. Want ieder die bidt, die ontvangt;";;;;;;;;;;;;;
24;"Luk 11:13";"secondary";"Prayer Commands";"HSV";"Als u die slecht bent, uw kinderen dus goede gaven weet te geven, hoeveel te meer zal de hemelse Vader de Heilige Geest geven aan hen die tot Hem bidden?";;;;;;;;;;;;;
